Name,Official Name,Company Number,Jurisdiction,Previous Names,SIC code,Incorporation Date,Company Type,Street,Postal,Locality,Region,Phone,Email2,Mobile,Fax,Website,Email,Products,Service,Keyword,Brands,Service Areas,Contact Person,Contact Phone,Facilities, All Categories present in,Payment Methods,Social Media,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Penrhos Community Primary School,NA,NA,NA,NA,NA,NA,NA,BRECON ROAD ,SA9 1QT,Ystradgynlais ,Neath Port Talbot Wales,01639 842200,NA,01639 842200,NA,,NA,NA,NA,"School, Educational Institution",NA,NA,,NA,NA,"Education Ystradgynlais,Schools Ystradgynlais,Education,Schools",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/penrhos-community-primary-school-16583368.html
Bigfoot Computers,NA,NA,NA,NA,NA,NA,NA,3 Brecon Road ,SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,1639844644,NA,NA,NA,,NA,"Banners, Signs, Signs & Banners",NA,NA,NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Advertising Materials Ystradgynlais,Signs, Banners & Display Systems Ystradgynlais,Shopping & Retail,Advertising Materials,Signs, Banners & Display Systems",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/bigfoot-computers-16735239.html
Antur Ystradgynlais Enterprises Limited,ANTUR YSTRADGYNLAIS ENTERPRISES LIMITED,7157972,England/Wales,16 Station Road Ystradgynlais Powys SA9 1NT,38320 - Recovery of sorted materials,15-Feb-10,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",16 STATION ROAD ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 849192,NA,NA,NA,ystradgynlais.info,NA,NA,NA,"Sorted Material Recovery, Materials Recovery Services",NA,NA,,NA,NA,"Industry & Manufacturing Ystradgynlais,Metals Ystradgynlais,Metal Suppliers Ystradgynlais,Industry & Manufacturing,Metals,Metal Suppliers,Industry & Manufacturing,Scrap & Waste Merchants,Community & Government,Waste Management",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/antur-ystradgynlais-enterprises-limited-22300137.html
Davies Pets & Garden,NA,NA,NA,NA,NA,NA,NA,"3-7, STATION ROAD ",SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 843194,NA,01639 843194,NA,,NA,NA,NA,"Pet Shop, Pet Supplies, Pet Products, Pet Shops & Pet Supplies, Pets",NA,NA,,NA,NA,"Pets & Animals Ystradgynlais,Pet Shops & Supplies Ystradgynlais,Pets & Animals,Pet Shops & Supplies",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/davies-pets---garden-15599136.html
Glantawe Carpets,GLANTAWE CARPETS LIMITED,9578871,England/Wales,NA,96090 - Other service activities not elsewhere classified,7-May-15,Private Limited Company,"2, STATION ROAD ",SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 842522,NA,NA,NA,,NA,Carpets,Flooring,"Rugs, Carpet Shops, Buy Carpet, Flooring Shops, Rug Shops, Carpets Rugs Retail",NA,NA,,NA,NA,"Home & Garden Ystradgynlais,Carpet & Flooring Ystradgynlais,Carpet & Flooring Shops Ystradgynlais,Home & Garden,Carpet & Flooring,Carpet & Flooring Shops",,NA,NA,09:30 - 17:15,09:30 - 17:15,09:30 - 13:00,Closed,09:30 - 17:15,09:30 - 17:15,09:30 - 17:15,https://ystradgynlais.cylex-uk.co.uk/company/glantawe-carpets-13433815.html
Advance Cleaning & Supplies,NA,NA,NA,NA,NA,NA,NA,4 STATION ROAD ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 841444,NA,NA,NA,,NA,Cleaning Chemicals,NA,"Cleaning Materials, Cleaning Equipment, Cleaning Supplies, Cleaning Materials and Equipment, Cleaning Materials & Supplies",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Cleaning Products Ystradgynlais,Cleaning Equipment & Supplies Ystradgynlais,Shopping & Retail,Cleaning Products,Cleaning Equipment & Supplies",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/advance-cleaning---supplies-15560623.html
Principality Building Society Ystradgynlais,NA,NA,NA,NA,NA,NA,NA,18 Station Road ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,0330 333 4973,NA,NA,NA,,NA,NA,"savings accounts, arranged insurance, arranged mortgages","Building Society, Mortgages, Savings",NA,NA,,NA,"disabled access, parking","Finance Ystradgynlais,Financial Services Ystradgynlais,Building Societies Ystradgynlais,Finance,Financial Services,Building Societies,Finance,Mortgages,Mortgage Brokers,Finance,Mortgages,Mortgage Lenders,Finance,Insurance,Insurance Agents & Companies,Finance,Financial Consultants",,"https://www.facebook.com/principalitybuildingsociety,https://twitter.com/intent/user?screen_name=principalitybs&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fprincipality-building-society-ystradgynlais-19264548.html,https://www.linkedin.com/company/principality-building-society",NA,09:00 - 17:00,09:00 - 17:00,09:00 - 12:00,Closed,09:00 - 17:00,10:00 - 17:00,09:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/principality-building-society-ystradgynlais-19264548.html
I R Caplin,NA,NA,NA,NA,NA,NA,NA,"12, STATION ROAD ",SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 843105,NA,01324 664709,NA,www.tradeglaze.co.uk,NA,Meat Products,NA,"Butchers, Meat Retail, Butchery, Cuts of Meat, Butcher Shop, Boning",NA,NA,,NA,NA,"Food & Beverages Ystradgynlais,Food Retailers Ystradgynlais,Butchers Ystradgynlais,Food & Beverages,Food Retailers,Butchers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/i-r-caplin-15633827.html
Lewis Retail Ltd,NA,NA,NA,NA,NA,NA,NA,1 BRECON ROAD ,SA9 1QL,Ystradgynlais ,Neath Port Talbot Wales,020 7262 9636,info@candlegiftideas.co.uk,020 7402 3915,07854 321372,www.candlegiftideas.co.uk,NA,"Accessories, Oil, Candles, Essential Oils","Weddings, Massage","Church, Aromatherapy, Handmade, Gift Sets, Soap, Gift Baskets, Diffusers, Jars, Beeswax, Pillar, Votives, Prices Candles, Yankee Candle Company",NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Plumbers Ystradgynlais,Construction & Contractors,Plumbers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/lewis-retail-ltd-20047213.html
George & Dambra,NA,NA,NA,NA,NA,NA,NA,41 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,01639 842420,NA,01639 845691,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,"Legal Services Ystradgynlais,Solicitors Ystradgynlais,Legal Services,Solicitors",,NA,Solicitors,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/george---dambra-13350918.html
Central Fish Bar,NA,NA,NA,NA,NA,NA,NA,10 STATION ROAD ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639-842824,NA,NA,NA,,NA,NA,NA,"Fish and Chips, Fish and Chip Shops, Fish Shop, Eating Out, Fast Food Menu",NA,NA,,NA,NA,"Food & Beverages Ystradgynlais,Food Retailers Ystradgynlais,Fish & Chip Shops Ystradgynlais,Food & Beverages,Food Retailers,Fish & Chip Shops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/central-fish-bar-18760991.html
Rehian Francis Floral Designs,NA,NA,NA,NA,NA,NA,NA,"13, STATION ROAD ",SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 845219,NA,NA,NA,,NA,NA,Weddings,"Flowers, Flower Bouquets, Birthday Flowers, Special Occasion Flowers, Flowers and Gifts, Mother's Day Flowers, Valentine's Day Flowers, Wedding Flowers, Decorating, Lighting Systems, Vintage, Chair Covers, Cart, Venue Dressing, Table Centres",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Florists Ystradgynlais,Shopping & Retail,Florists",,http://www.facebook.com/francisdesign,Florists,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/rehian-francis-floral-designs-14573413.html
Top Sports,NA,NA,NA,NA,NA,NA,NA,"14, STATION ROAD ",SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 844747,NA,01639 844847,NA,,NA,NA,NA,"Sporting Goods, Sports Goods Shops, Sport Accessories, Sports Equipment, Sports Stores, Sports, Shops, Good Deal",NA,NA,,NA,NA,"Sports & Recreation Ystradgynlais,Sporting Goods Ystradgynlais,Sports & Recreation,Sporting Goods",,NA,NA,09:30 - 17:30,09:30 - 17:30,09:30 - 13:00,Closed,09:30 - 17:30,09:30 - 17:30,09:30 - 17:30,https://ystradgynlais.cylex-uk.co.uk/company/top-sports-15706802.html
The Card Gallery,NA,NA,NA,NA,NA,NA,NA,16B STATION ROAD ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639-845806,NA,NA,NA,,NA,Business Cards,Poster Printing,Print,NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Card & Poster Shops Ystradgynlais,Shopping & Retail,Card & Poster Shops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/the-card-gallery-18741039.html
Woodview,NA,NA,NA,NA,NA,NA,NA,13 STATION ROAD ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 730588,NA,01639 730588,NA,,NA,Photographs,NA,"Photographer, Professional Photographer, Photography Services, General Photographers, General",NA,NA,,NA,NA,"Arts, Entertainment & Nightlife Ystradgynlais,Photography Ystradgynlais,Photographers Ystradgynlais,Arts, Entertainment & Nightlife,Photography,Photographers,Arts, Entertainment & Nightlife,Photography,Photo Studios & Photofinishing Laboratories",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/woodview-15716187.html
Dyfed-Powys Police,NA,NA,NA,NA,NA,NA,NA,Station Road ,SA9 1NZ,Ystradgynlais ,Neath Port Talbot Wales,01267 222020,NA,NA,NA,www.dyfed-powys.police.uk,NA,NA,"policing services, firearms licensing, roads policing","Police Station, Policing, Road Policing",NA,NA,,NA,NA,"Community & Government Ystradgynlais,Public Order & Safety Services Ystradgynlais,Police Ystradgynlais,Community & Government,Public Order & Safety Services,Police",,"https://www.facebook.com/DPPolice,https://twitter.com/intent/user?screen_name=DyfedPowys&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fdyfed-powys-police-25788928.html,https://www.youtube.com/user/VicIndiaCharlie",NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/dyfed-powys-police-25788928.html
Ystradgynlais Wool Shop,NA,NA,NA,NA,NA,NA,NA,1 Station Road ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 843565,NA,NA,NA,,NA,NA,NA,"Needlecraft Shops, Wool Shop",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Sewing & Needlework Supplies Ystradgynlais,Shopping & Retail,Sewing & Needlework Supplies",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ystradgynlais-wool-shop-18744090.html
Ystradgynlais Properties Limited,YSTRADGYNLAIS PROPERTIES LIMITED,6217620,England/Wales,12/06/2007 - GELLAW 22 LIMITED,68100 - Buying and selling of own real estate,18-Apr-07,Private Limited Company,114 STATION ROAD ,SA9 1PL,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Estate Agents, Real Estate",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ystradgynlais-properties-limited-20961238.html
Nicholas Williams Plumbing & Heating,NA,NA,NA,NA,NA,NA,NA,28 College Row ,SA9 1BJ,Ystradgynlais ,Neath Port Talbot Wales,07807 016573,NA,NA,NA,nicholas-williams-plumbing-heating-gas-trusted.business.site,NA,NA,NA,NA,NA,NA,,NA,NA,,"Cash,Cheque",https://www.facebook.com/Nicholas-williams-plumbing-heating-433221733484288/about/,NA,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/nicholas-williams-plumbing---heating-26738247.html
VIBE RECORDS LIMITED,VIBE RECORDS LIMITED,10048253,England/Wales,NA,96090 - Other service activities n.e.c.,8-Mar-16,Private Limited Company,5 Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Personal Services,NA,NA,,NA,NA,"Business & Professional Services Ystradgynlais,Personal Services Ystradgynlais,Business & Professional Services,Personal Services",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/vibe-records-limited-25251177.html
J's,NA,NA,NA,NA,NA,NA,NA,"78, COMMERCIAL STREET ",SA9 1LA,Ystradgynlais ,Neath Port Talbot Wales,01639 841119,NA,NA,NA,,NA,"Magazines, Newspaper",NA,"Newsagents, Newsstand, News Agency, News",NA,NA,,NA,NA,"Media & Communications Ystradgynlais,Newspapers & Magazines Ystradgynlais,Media & Communications,Newspapers & Magazines",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/j%27s-15644274.html
TY TWYM LTD,TY TWYM LTD,10036693,England/Wales,NA,33200 - Installation of industrial machinery and equipment,2-Mar-16,Private Limited Company,31 College Row ,SA9 1BJ,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Industrial Installation Equipment,NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Plant & Machinery Installation Contractors Ystradgynlais,Construction & Contractors,Plant & Machinery Installation Contractors",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ty-twym-ltd-25225680.html
Davies Tv & Video Repairs,NA,NA,NA,NA,NA,NA,NA,34 COMMERCIAL STREET ,SA9 1JH,Ystradgynlais ,Neath Port Talbot Wales,01639-849200,NA,NA,NA,,NA,NA,Radio Repair,Television Repairs,NA,NA,,NA,NA,"Electronics & Technology Ystradgynlais,Electronics Repair Ystradgynlais,Consumer Electronics Installation & Repair Ystradgynlais,Electronics & Technology,Electronics Repair,Consumer Electronics Installation & Repair",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/davies-tv---video-repairs-18754389.html
M J Taylor,NA,NA,NA,NA,NA,NA,NA,17 Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01639 843423,NA,NA,NA,,NA,NA,Dental Care,"Dentistry, General Dentist",NA,NA,,NA,NA,"Health & Medicine Ystradgynlais,Dental Care Ystradgynlais,Orthodontists Ystradgynlais,Health & Medicine,Dental Care,Orthodontists,Health & Medicine,Dental Care,Dentists & Dental Clinics",,NA,Dentist,10:00 - 17:30,10:00 - 17:30,10:00 - 17:30,Closed,10:00 - 17:30,10:00 - 17:30,10:00 - 17:30,https://ystradgynlais.cylex-uk.co.uk/company/m-j-taylor-15655061.html
J G & r J Davies,NA,NA,NA,NA,NA,NA,NA,8 COMMERCIAL STREET ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01639 842286,NA,01639 842286,NA,,NA,NA,"Prescriptions, Medical","Pharmacy, Pharmacist, Apothecary, Retail Pharmacies, Pharmacy Technician, Pharmaceuticals, Health, Chemistry",NA,NA,,NA,NA,"Health & Medicine Ystradgynlais,Pharmacies Ystradgynlais,Health & Medicine,Pharmacies",,NA,"Dispensing Chemists, Chemists, Drugstore",09:00 - 17:30,09:00 - 17:30,09:00 - 12:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://ystradgynlais.cylex-uk.co.uk/company/j-g---r-j-davies-15637161.html
Community First Ltd,NA,NA,NA,NA,NA,NA,NA,6 COMMERCIAL STREET ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01639 845051,tom.addey@powys.gov.uk,NA,NA,,NA,NA,NA,"Community Development, Community Network, Community Development Programme, Community Support Programmes",NA,NA,,NA,NA,"Community & Government Ystradgynlais,Government Agencies & Offices Ystradgynlais,Local Government Ystradgynlais,Community & Government,Government Agencies & Offices,Local Government",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/community-first-ltd-15841441.html
Costcutter,NA,NA,NA,NA,NA,NA,NA,48/54 Commercial Street ,SA9 1JH,Ystradgynlais ,Neath Port Talbot Wales,01639 843141,NA,NA,NA,www.costcutter.co.uk,NA,"drinks, groceries, meat, pastries, breads, Bread, Meats, Pastry, Cash Machines",NA,"Convenience Store, Grocery, Haagen Daz","Haagen-Dazs, Codorniu, Cadbury, Chardonay, Stella Artois",NA,,NA,"Bakery, Cash Machine, Lottery Instant","Food & Beverages Ystradgynlais,Food Retailers Ystradgynlais,Convenience Stores Ystradgynlais,Food & Beverages,Food Retailers,Convenience Stores",,https://www.facebook.com/costcutter,NA,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,https://ystradgynlais.cylex-uk.co.uk/company/costcutter-12892080.html
